"St","Name","Version","Arch","Description","Licenses"
"ii","libfuse2:amd64","2.9.9-3","amd64","Filesystem in Userspace (library)","GPL-2 GPL-2+ LGPL-2"
"ii","libfuture-perl","0.43-1","all","module for operations awaiting completion","Artistic Artistic or GPL-1+ GPL-1+"
"ii","libfwupd2:amd64","1.3.11-1~focal1","amd64","Firmware update daemon library","CC0-1.0 LGPL-2.1+"
"ii","libfwupdplugin1:amd64","1.3.11-1~focal1","amd64","Firmware update daemon plugin library","CC0-1.0 LGPL-2.1+"
"ii","libgail-3-0:amd64","3.24.20-0ubuntu1","amd64","GNOME Accessibility Implementation Library -- shared libraries","Apache-2.0 Expat LGPL-2+ LGPL-2+ or SWL LGPL-2.1+ SWL X11R5-permissive check-gdk-cairo-permissive other"
"ii","libgail-common:amd64","2.24.32-4ubuntu4","amd64","GNOME Accessibility Implementation Library -- common modules","LGPL-2"
"ii","libgail18:amd64","2.24.32-4ubuntu4","amd64","GNOME Accessibility Implementation Library -- shared libraries","LGPL-2"
"ii","libgamemode0","1.5.1-0ubuntu3.1","amd64","Optimise Linux system performance on demand (libraries)","BSD-3-clause"
"ii","libgamemodeauto0","1.5.1-0ubuntu3.1","amd64","Automatically optimise Linux system performance on demand","BSD-3-clause"
"ii","libgavl1:amd64","1.4.0-5","amd64","low level audio and video library - runtime files","GPL-2+ LGPL-2.1+"
"ii","libgbm1:amd64","20.2.6-0ubuntu0.20.04.1","amd64","generic buffer management API -- runtime","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libgc1c2:amd64","1:7.6.4-0.4ubuntu1","amd64","conservative garbage collector for C and C++","See project repository"
"ii","libgcab-1.0-0:amd64","1.4-1","amd64","Microsoft Cabinet file manipulation library","LGPL-2.0+ LGPL-2.1+"
"ii","libgcc-9-dev:amd64","9.3.0-17ubuntu1~20.04","amd64","GCC support library (development files)","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgcc-s1:amd64","10.2.0-5ubuntu1~20.04","amd64","GCC support library","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgcc-s1:i386","10.2.0-5ubuntu1~20.04","i386","GCC support library","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgck-1-0:amd64","3.36.0-2build1","amd64","Glib wrapper library for PKCS#11 - runtime","LGPL-2.1+ bzip2-1.0.5"
"ii","libgconf-2-4:amd64","3.2.6-6ubuntu1","amd64","GNOME configuration database system (shared libraries)","LGPL-2"
"ii","libgcr-base-3-1:amd64","3.36.0-2build1","amd64","Library for Crypto related tasks","LGPL-2.1+ bzip2-1.0.5"
"ii","libgcr-ui-3-1:amd64","3.36.0-2build1","amd64","Library for Crypto UI related tasks","LGPL-2.1+ bzip2-1.0.5"
"ii","libgcrypt20:amd64","1.8.5-5ubuntu1","amd64","LGPL Crypto library - runtime library","GPL-2 LGPL"
"ii","libgcrypt20:i386","1.8.5-5ubuntu1","i386","LGPL Crypto library - runtime library","GPL-2 LGPL"
"ii","libgd-perl","2.71-2build1","amd64","Perl module wrapper for libgd","Artistic Artistic or GPL-1+ Artistic-2.0 Artistic-2.0 or GPL-1+ GPL-1+ GPL-3+"
"ii","libgd3:amd64","2.2.5-5.2ubuntu2","amd64","GD Graphics Library","BSD-3-clause GAP~Makefile.in GAP~configure GD GPL-2+ GPL-2+ with Autoconf exception HPND MIT WEBP XFIG"
"ii","libgd3:i386","2.2.5-5.2ubuntu2","i386","GD Graphics Library","BSD-3-clause GAP~Makefile.in GAP~configure GD GPL-2+ GPL-2+ with Autoconf exception HPND MIT WEBP XFIG"
"ii","libgdata-common","0.17.12-1","all","Library for accessing GData webservices - common data files","LGPL-2.1+"
"ii","libgdata22:amd64","0.17.12-1","amd64","Library for accessing GData webservices - shared libraries","LGPL-2.1+"
"ii","libgdbm-compat4:amd64","1.18.1-5","amd64","GNU dbm database routines (legacy support runtime version)","GFDL-NIV-1.3+ GPL-2+ GPL-3+"
"ii","libgdbm-compat4:i386","1.18.1-5","i386","GNU dbm database routines (legacy support runtime version)","GFDL-NIV-1.3+ GPL-2+ GPL-3+"
"ii","libgdbm6:amd64","1.18.1-5","amd64","GNU dbm database routines (runtime version)","GFDL-NIV-1.3+ GPL-2+ GPL-3+"
"ii","libgdbm6:i386","1.18.1-5","i386","GNU dbm database routines (runtime version)","GFDL-NIV-1.3+ GPL-2+ GPL-3+"
"ii","libgdk-pixbuf2.0-0:amd64","2.40.0+dfsg-3ubuntu0.1","amd64","GDK Pixbuf library","GPL-2+ LGPL-2+ MPL-1.1-or-LGPL-2+"
"ii","libgdk-pixbuf2.0-0:i386","2.40.0+dfsg-3ubuntu0.1","i386","GDK Pixbuf library","GPL-2+ LGPL-2+ MPL-1.1-or-LGPL-2+"
"ii","libgdk-pixbuf2.0-bin","2.40.0+dfsg-3ubuntu0.1","amd64","GDK Pixbuf library (thumbnailer)","GPL-2+ LGPL-2+ MPL-1.1-or-LGPL-2+"
"ii","libgdk-pixbuf2.0-common","2.40.0+dfsg-3ubuntu0.1","all","GDK Pixbuf library - data files","GPL-2+ LGPL-2+ MPL-1.1-or-LGPL-2+"
"ii","libgdk-pixbuf2.0-dev:amd64","2.40.0+dfsg-3ubuntu0.1","amd64","GDK Pixbuf library (development files)","GPL-2+ LGPL-2+ MPL-1.1-or-LGPL-2+"
"ii","libgee-0.8-2:amd64","0.20.3-1","amd64","GObject based collection and utility library","LGPL"
"ii","libgegl-0.4-0:amd64","0.4.22-3","amd64","Generic Graphics Library","BSD-3-clause-Poly2Tri Expat GPL-3+ ISC LGPL-2+ LGPL-3+ X-Open-Group-DEC"
"ii","libgegl-common","0.4.22-3","all","Generic Graphics Library - common files","BSD-3-clause-Poly2Tri Expat GPL-3+ ISC LGPL-2+ LGPL-3+ X-Open-Group-DEC"
"ii","libgeoclue-2-0:amd64","2.5.6-0ubuntu1","amd64","convenience library to interact with geoinformation service","GFDL-NIV-1.1+ GPL-2+ LGPL-2+"
"ii","libgeocode-glib0:amd64","3.26.2-2","amd64","geocoding and reverse geocoding GLib library using Nominatim","LGPL-2+"
"ii","libgetopt-long-descriptive-perl","0.104-1","all","module that handles command-line arguments with usage text","Artistic Artistic or GPL-1+ GPL-1+"
"ii","libgexiv2-2:amd64","0.12.0-2","amd64","GObject-based wrapper around the Exiv2 library","GPL-2+ GPL-3+ LGPL-2.1 LGPL-2.1 or MIT LGPL-2.1+ MIT"
"ii","libgfortran5:amd64","10.2.0-5ubuntu1~20.04","amd64","Runtime library for GNU Fortran applications","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgif7:amd64","5.1.9-1","amd64","library for GIF images (library)","ISC MIT"
"ii","libgimp2.0","2.10.18-1","amd64","Libraries for the GNU Image Manipulation Program","GPL-3+ LGPL-3+ MIT"
"ii","libgirepository-1.0-1:amd64","1.64.1-1~ubuntu20.04.1","amd64","Library for handling GObject introspection data (runtime library)","BSD-2-clause GPL-2+ LGPL-2+ MIT"
"ii","libgit-wrapper-perl","0.048-1","all","Perl module to wrap git command-line interface","Artistic Artistic or GPL-1+ GPL-1+"
"ii","libgit2-28:amd64","0.28.4+dfsg.1-2","amd64","low-level Git library","BSD-2-clause BSD-3-clause BSD-3-clause-jgit BSD-3-clause-modified CC0-1.0 EDL-1.0 GPL-2 with linking exception GPL-2 with linking exception, origin admission GPL-2+ ISC LGPL-2.1+ MIT PHP-3.01"
"ii","libgitlab-api-v4-perl","0.25-1","all","GitLab API v4 module and command-line client","Artistic Artistic or GPL-1+ GPL-1+ GPL-3+"
"ii","libgl-dev:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GL development files","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgl1:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- legacy GL support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgl1:i386","1.3.2-1~ubuntu0.20.04.1","i386","Vendor neutral GL dispatch library -- legacy GL support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgl1-mesa-dev:amd64","20.2.6-0ubuntu0.20.04.1","amd64","transitional dummy package","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libgl1-mesa-dri:amd64","20.2.6-0ubuntu0.20.04.1","amd64","free implementation of the OpenGL API -- DRI modules","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libgl1-mesa-dri:i386","20.2.6-0ubuntu0.20.04.1","i386","free implementation of the OpenGL API -- DRI modules","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libgl1-mesa-glx:amd64","20.2.6-0ubuntu0.20.04.1","amd64","transitional dummy package","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libglade2-0:amd64","1:2.6.4-2ubuntu2","amd64","library to load .glade files at runtime","LGPL"
"ii","libglapi-mesa:amd64","20.2.6-0ubuntu0.20.04.1","amd64","free implementation of the GL API -- shared library","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libglapi-mesa:i386","20.2.6-0ubuntu0.20.04.1","i386","free implementation of the GL API -- shared library","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libgles-dev:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GLES development files","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgles1:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GLESv1 support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgles2:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GLESv2 support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgles2-mesa-dev:amd64","20.2.6-0ubuntu0.20.04.1","amd64","transitional dummy package","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libglib-object-introspection-perl","0.048-2build1","amd64","Perl bindings for gobject-introspection libraries","LGPL-2.1+"
"ii","libglib-perl:amd64","3:1.329.2-1","amd64","interface to the GLib and GObject libraries","LGPL-2.1+"
"ii","libglib2.0-0:amd64","2.64.3-1~ubuntu20.04.1","amd64","GLib library of C routines","LGPL"
"ii","libglib2.0-0:i386","2.64.3-1~ubuntu20.04.1","i386","GLib library of C routines","LGPL"
"ii","libglib2.0-bin","2.64.3-1~ubuntu20.04.1","amd64","Programs for the GLib library","LGPL"
"ii","libglib2.0-data","2.64.3-1~ubuntu20.04.1","all","Common files for GLib library","LGPL"
"ii","libglib2.0-dev:amd64","2.64.3-1~ubuntu20.04.1","amd64","Development files for the GLib library","LGPL"
"ii","libglib2.0-dev-bin","2.64.3-1~ubuntu20.04.1","amd64","Development utilities for the GLib library","LGPL"
"ii","libglibmm-2.4-1v5:amd64","2.64.2-1","amd64","C++ wrapper for the GLib toolkit (shared libraries)","GPL-2+ LGPL-2.1+"
"ii","libglu1-mesa:amd64","9.0.1-1build1","amd64","Mesa OpenGL utility library (GLU)","GPL-2 LGPL-2 SGI-1.1 SGI-2"
"ii","libglu1-mesa:i386","9.0.1-1build1","i386","Mesa OpenGL utility library (GLU)","GPL-2 LGPL-2 SGI-1.1 SGI-2"
"ii","libglu1-mesa-dev:amd64","9.0.1-1build1","amd64","Mesa OpenGL utility library -- development files","GPL-2 LGPL-2 SGI-1.1 SGI-2"
"ii","libglvnd-dev:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- development files","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libglvnd0:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libglvnd0:i386","1.3.2-1~ubuntu0.20.04.1","i386","Vendor neutral GL dispatch library","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libglx-dev:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GLX development files","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libglx-mesa0:amd64","20.2.6-0ubuntu0.20.04.1","amd64","free implementation of the OpenGL API -- GLX vendor library","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libglx-mesa0:i386","20.2.6-0ubuntu0.20.04.1","i386","free implementation of the OpenGL API -- GLX vendor library","Apache-2.0 BSD-2-clause BSD-3-google BSL GPL Khronos MIT MLAA SGI"
"ii","libglx0:amd64","1.3.2-1~ubuntu0.20.04.1","amd64","Vendor neutral GL dispatch library -- GLX support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libglx0:i386","1.3.2-1~ubuntu0.20.04.1","i386","Vendor neutral GL dispatch library -- GLX support","	Apache-2.0 	BSD-1-clause 	GPL 	GPL-3+ 	MIT 	public-domain Apache-2.0 BSD-1-clause GPL GPL-3+ MIT"
"ii","libgme0:amd64","0.6.2-1build1","amd64","Playback library for video game music files - shared library","LGPL-2.1"
"ii","libgmp10:amd64","2:6.2.0+dfsg-4","amd64","Multiprecision arithmetic library","GPL GPL-2 GPL-3 LGPL-3"
"ii","libgmp10:i386","2:6.2.0+dfsg-4","i386","Multiprecision arithmetic library","GPL GPL-2 GPL-3 LGPL-3"
"ii","libgnome-2-0:amd64","2.32.1-6~0ppa1~focal","amd64","Deprecated GNOME 2 library - runtime files","LGPL-2"
"ii","libgnome-bluetooth13:amd64","3.34.3-0ubuntu1","amd64","GNOME Bluetooth tools - support library","GPL-2+ LGPL-2.1+"
"ii","libgnome-desktop-3-19:amd64","3.36.8-0ubuntu1","amd64","Utility library for loading .desktop files - runtime files","GPL-2+ LGPL-2+"
"ii","libgnome-keyring-common","3.12.0-1build1~0ppa1~focal","all","GNOME keyring services library - data files","GPL-2 LGPL-2"
"ii","libgnome-keyring0:amd64","3.12.0-1build1~0ppa1~focal","amd64","GNOME keyring services library","GPL-2 LGPL-2"
"ii","libgnome-menu-3-0:amd64","3.36.0-1ubuntu1","amd64","GNOME implementation of the freedesktop menu specification","GPL-2"
"ii","libgnome2-canvas-perl","1.002-4build2~0ppa1~focal","amd64","Perl interface to the GNOME canvas library","GPL-2+ LGPL-2+"
"ii","libgnome2-common","2.32.1-6~0ppa1~focal","all","Deprecated GNOME 2 library - common files","LGPL-2"
"ii","libgnome2-gconf-perl","1.044-6build2~0ppa1~focal","amd64","Perl interface to the GNOME GConf library","LGPL-2+"
"ii","libgnome2-perl","1.046-3build2~0ppa1~focal","amd64","Perl interface to the GNOME libraries","LGPL-2.1+"
"ii","libgnome2-vfs-perl","1.082-1build4~0ppa1~focal","amd64","Perl interface to the 2.x series of the GNOME VFS library","LGPL-2.1+"
"ii","libgnome2-wnck-perl","0.16-3build4~0ppa1~focal","amd64","Perl interface to the Window Navigator Construction Kit","LGPL-2.1+"
"ii","libgnomecanvas2-0:amd64","2.30.3-4","amd64","powerful object-oriented display engine - runtime files","LGPL-2"
"ii","libgnomecanvas2-common","2.30.3-4","all","powerful object-oriented display engine - common files","LGPL-2"
"ii","libgnomekbd-common","3.26.1-1","all","GNOME library to manage keyboard configuration - common files","LGPL-2+"
"ii","libgnomekbd8:amd64","3.26.1-1","amd64","GNOME library to manage keyboard configuration - shared library","LGPL-2+"
"ii","libgnomeui-0:amd64","2.24.5-3.2~0ppa1~focal","amd64","GNOME user interface library - runtime files","LGPL"
"ii","libgnomeui-common","2.24.5-3.2~0ppa1~focal","all","GNOME user interface library - common files","LGPL"
"ii","libgnomevfs2-0:amd64","1:2.24.4-6.1ubuntu2~0ppa1~focal","amd64","GNOME Virtual File System (runtime libraries)","GPL LGPL"
"ii","libgnomevfs2-common","1:2.24.4-6.1ubuntu2~0ppa1~focal","amd64","GNOME Virtual File System (common files)","GPL LGPL"
"ii","libgnomevfs2-extra:amd64","1:2.24.4-6.1ubuntu2~0ppa1~focal","amd64","GNOME Virtual File System (extra modules)","GPL LGPL"
"ii","libgnutls30:amd64","3.6.13-2ubuntu1.3","amd64","GNU TLS library - main runtime library","Apache-2.0 GFDL-1.3 GPL GPL-3 LGPL LGPL-3"
"ii","libgnutls30:i386","3.6.13-2ubuntu1.3","i386","GNU TLS library - main runtime library","Apache-2.0 GFDL-1.3 GPL GPL-3 LGPL LGPL-3"
"ii","libgoa-1.0-0b:amd64","3.36.0-linuxmint1","amd64","library for GNOME Online Accounts","LGPL-2.1+"
"ii","libgoa-1.0-common","3.36.0-linuxmint1","all","library for GNOME Online Accounts - common files","LGPL-2.1+"
"ii","libgoa-backend-1.0-1:amd64","3.36.0-linuxmint1","amd64","backend library for GNOME Online Accounts","LGPL-2.1+"
"ii","libgomp1:amd64","10.2.0-5ubuntu1~20.04","amd64","GCC OpenMP (GOMP) support library","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgomp1:i386","10.2.0-5ubuntu1~20.04","i386","GCC OpenMP (GOMP) support library","Artistic GFDL-1.2 GPL GPL-2 GPL-3 LGPL"
"ii","libgoo-canvas-perl","0.06-2ubuntu1~0ppa1~focal","amd64","Perl interface to the GooCanvas","Artistic Artistic or GPL-1+ GPL-1+ LGPL-2.1+"
"ii","libgoocanvas-common","1.0.0-1~0ppa1~focal","all","translations for goocanvas","GPL GPL-2+ LGPL-2"
"ii","libgoocanvas3:amd64","1.0.0-1~0ppa1~focal","amd64","canvas widget for GTK+ that uses the cairo 2D library","GPL GPL-2+ LGPL-2"
"ii","libgpg-error-l10n","1.37-1","all","library of error values and messages in GnuPG (localization files)","BSD-3-clause GPL-3+ LGPL-2.1+ LGPL-2.1+ or BSD-3-clause g10-permissive"
"ii","libgpg-error0:amd64","1.37-1","amd64","GnuPG development runtime library","BSD-3-clause GPL-3+ LGPL-2.1+ LGPL-2.1+ or BSD-3-clause g10-permissive"
"ii","libgpg-error0:i386","1.37-1","i386","GnuPG development runtime library","BSD-3-clause GPL-3+ LGPL-2.1+ LGPL-2.1+ or BSD-3-clause g10-permissive"
"ii","libgpgme11:amd64","1.13.1-7ubuntu2","amd64","GPGME - GnuPG Made Easy (library)","GPL-2+ GPL-3+ LGPL-2+ LGPL-2.1+ LGPL-3+ LGPL-3+ or GPL-2+"
"ii","libgpgmepp6:amd64","1.13.1-7ubuntu2","amd64","C++ wrapper library for GPGME","GPL-2+ GPL-3+ LGPL-2+ LGPL-2.1+ LGPL-3+ LGPL-3+ or GPL-2+"
"ii","libgphoto2-6:amd64","2.5.25-0ubuntu0.1","amd64","gphoto2 digital camera library","BSD-3-Clause GPL-1 GPL-2 GPL-2+ GPL-3+ IJG LGPL-1.1+ LGPL-2+ LGPL-2+ or BSD-3-clause LGPL-2.1+ LGPL-3+ other-2 other-3 public-domain public-domain-1"
"ii","libgphoto2-6:i386","2.5.25-0ubuntu0.1","i386","gphoto2 digital camera library","BSD-3-Clause GPL-1 GPL-2 GPL-2+ GPL-3+ IJG LGPL-1.1+ LGPL-2+ LGPL-2+ or BSD-3-clause LGPL-2.1+ LGPL-3+ other-2 other-3 public-domain public-domain-1"
"ii","libgphoto2-l10n","2.5.25-0ubuntu0.1","all","gphoto2 digital camera library - localized messages","BSD-3-Clause GPL-1 GPL-2 GPL-2+ GPL-3+ IJG LGPL-1.1+ LGPL-2+ LGPL-2+ or BSD-3-clause LGPL-2.1+ LGPL-3+ other-2 other-3 public-domain public-domain-1"
"ii","libgphoto2-port12:amd64","2.5.25-0ubuntu0.1","amd64","gphoto2 digital camera port library","BSD-3-Clause GPL-1 GPL-2 GPL-2+ GPL-3+ IJG LGPL-1.1+ LGPL-2+ LGPL-2+ or BSD-3-clause LGPL-2.1+ LGPL-3+ other-2 other-3 public-domain public-domain-1"
"ii","libgphoto2-port12:i386","2.5.25-0ubuntu0.1","i386","gphoto2 digital camera port library","BSD-3-Clause GPL-1 GPL-2 GPL-2+ GPL-3+ IJG LGPL-1.1+ LGPL-2+ LGPL-2+ or BSD-3-clause LGPL-2.1+ LGPL-3+ other-2 other-3 public-domain public-domain-1"
"ii","libgpm2:amd64","1.20.7-5","amd64","General Purpose Mouse - shared library","GPL-2.0+ GPL-3.0+"
"ii","libgpm2:i386","1.20.7-5","i386","General Purpose Mouse - shared library","GPL-2.0+ GPL-3.0+"
"ii","libgpod-common","0.8.3-15","amd64","common files for libgpod","BSD-3-clause GFDL-1.1+ GPL-2+ LGPL-2.1+ MIT/X11"
"ii","libgpod4:amd64","0.8.3-15","amd64","library to read and write songs and artwork to an iPod","BSD-3-clause GFDL-1.1+ GPL-2+ LGPL-2.1+ MIT/X11"
"ii","libgrantlee-templates5","5.2.0-0ubuntu2","amd64","Grantlee templating library for Qt - Templates","BSD-2-clause BSD-3-clause Expat GPL-2 GPL-3_or_LGPL-2.1-QTexception-1.0 GPL-3_or_LGPL-2.1-QTexception-1.1 LGPL-2+ LGPL-2.1+"
